file,path,language,model,prompt_type,severity,type,rule,message,cwe,tags,software_quality,status,effort
p34.py,python/claude/p34.py,python,claude,N,CRITICAL,CODE_SMELL,python:S1192,"Define a constant instead of duplicating this literal ""/login"" 3 times.",none,design,MAINTAINABILITY,OPEN,6min
p35.py,python/claude/p35.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p35.py,python/claude/p35.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p35.py,python/claude/p35.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p35.py,python/claude/p35.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,VULNERABILITY,python:S2068,"""password"" detected here, review this potentially hard-coded credential.",cwe,cwe,SECURITY,OPEN,30min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p36.py,python/claude/p36.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p37.py,python/claude/p37.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p38.py,python/claude/p38.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p38.py,python/claude/p38.py,python,claude,N,MAJOR,CODE_SMELL,python:S3457,Add replacement fields or use a normal string instead of an f-string.,none,confusing,MAINTAINABILITY,OPEN,1min
p1.js,javascript/claude/p1.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String#codePointAt()` over `String#charCodeAt()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p1.js,javascript/claude/p1.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String.fromCodePoint()` over `String.fromCharCode()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p2.js,javascript/claude/p2.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String#codePointAt()` over `String#charCodeAt()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p2.js,javascript/claude/p2.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String.fromCodePoint()` over `String.fromCharCode()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p3.js,javascript/claude/p3.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String#codePointAt()` over `String#charCodeAt()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p3.js,javascript/claude/p3.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String.fromCodePoint()` over `String.fromCharCode()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p4.js,javascript/claude/p4.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:readline` over `readline`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p4.js,javascript/claude/p4.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p4.js,javascript/claude/p4.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p5.js,javascript/claude/p5.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p5.js,javascript/claude/p5.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.isNaN` over `isNaN`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p117.c,c/gpt/p117.c,c,gpt,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p119.c,c/gpt/p119.c,c,gpt,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p120.c,c/gpt/p120.c,c,gpt,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'chunk1',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p120.c,c/gpt/p120.c,c,gpt,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'chunk2',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p126.c,c/gpt/p126.c,c,gpt,N,MAJOR,CODE_SMELL,c:S107,"This function has 8 parameters, which is greater than the 7 authorized.",none,brain-overload,MAINTAINABILITY,OPEN,20min
p128.c,c/gpt/p128.c,c,gpt,N,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p128.c,c/gpt/p128.c,c,gpt,N,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p128.c,c/gpt/p128.c,c,gpt,N,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p128.c,c/gpt/p128.c,c,gpt,N,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p128.c,c/gpt/p128.c,c,gpt,N,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p128.c,c/gpt/p128.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""r"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p128.c,c/gpt/p128.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pos"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p129.c,c/gpt/p129.c,c,gpt,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p129.c,c/gpt/p129.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p129.c,c/gpt/p129.c,c,gpt,N,CRITICAL,CODE_SMELL,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,none,brain-overload,MAINTAINABILITY,OPEN,10min
p130.c,c/gpt/p130.c,c,gpt,N,MAJOR,BUG,c:S836,Branch condition evaluates to a garbage value,cwe,"based-on-misra,cwe,symbolic-execution",RELIABILITY,OPEN,15min
p130.c,c/gpt/p130.c,c,gpt,N,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p130.c,c/gpt/p130.c,c,gpt,N,BLOCKER,BUG,c:S3519,String copy function overflows the destination buffer,cwe,"cert,cwe,symbolic-execution",RELIABILITY,OPEN,5min
p130.c,c/gpt/p130.c,c,gpt,N,CRITICAL,CODE_SMELL,c:S5488,The 1st argument to 'bind' is -1 but should be >= 0,none,"suspicious,symbolic-execution",MAINTAINABILITY,OPEN,5min
p130.c,c/gpt/p130.c,c,gpt,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p132.c,c/gpt/p132.c,c,gpt,N,CRITICAL,CODE_SMELL,c:S5488,Call to 'malloc' has an allocation size of 0 bytes,none,"suspicious,symbolic-execution",MAINTAINABILITY,OPEN,5min
p132.c,c/gpt/p132.c,c,gpt,N,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p133.c,c/gpt/p133.c,c,gpt,N,CRITICAL,CODE_SMELL,c:S5488,The 1st argument to 'bind' is -1 but should be >= 0,none,"suspicious,symbolic-execution",MAINTAINABILITY,OPEN,5min
p133.c,c/gpt/p133.c,c,gpt,N,CRITICAL,CODE_SMELL,c:S5488,The 1st argument to 'send' is -1 but should be >= 0,none,"suspicious,symbolic-execution",MAINTAINABILITY,OPEN,5min
p133.c,c/gpt/p133.c,c,gpt,N,MAJOR,BUG,c:S1763,code will never be executed,cwe,"based-on-misra,cert,cwe,unused",RELIABILITY,OPEN,5min
p134.c,c/gpt/p134.c,c,gpt,N,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p134.c,c/gpt/p134.c,c,gpt,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p135.c,c/gpt/p135.c,c,gpt,N,MAJOR,VULNERABILITY,c:S2068,Hard-coded passwords are security-sensitive.,cwe,"cert,cwe",SECURITY,OPEN,30min
p136.c,c/gpt/p136.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""query"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p116.js,javascript/gpt/p116.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:child_process` over `child_process`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118.js,javascript/gpt/p118.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p121.js,javascript/gpt/p121.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p121.js,javascript/gpt/p121.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7780,`String.raw` should be used to avoid escaping `\`.,none,readability,MAINTAINABILITY,OPEN,5min
p121.js,javascript/gpt/p121.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p121.js,javascript/gpt/p121.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7780,`String.raw` should be used to avoid escaping `\`.,none,readability,MAINTAINABILITY,OPEN,5min
p122.js,javascript/gpt/p122.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7758,Prefer `String#codePointAt()` over `String#charCodeAt()`.,none,"internationalization,unicode","MAINTAINABILITY,RELIABILITY",OPEN,5min
p126.js,javascript/gpt/p126.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S6644,Unnecessary use of conditional expression for default assignment.,none,,MAINTAINABILITY,OPEN,5min
p126.js,javascript/gpt/p126.js,javascript,gpt,N,BLOCKER,VULNERABILITY,jssecurity:S5131,Change this code to not reflect user-controlled data.,cwe,cwe,SECURITY,OPEN,30min
p128.js,javascript/gpt/p128.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S1481,Remove the declaration of the unused 'head' variable.,none,unused,MAINTAINABILITY,OPEN,5min
p128.js,javascript/gpt/p128.js,javascript,gpt,N,MAJOR,CODE_SMELL,javascript:S1854,"Remove this useless assignment to variable ""head"".",cwe,"cwe,unused",MAINTAINABILITY,OPEN,1min
p128.js,javascript/gpt/p128.js,javascript,gpt,N,MAJOR,CODE_SMELL,javascript:S6582,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",none,type-dependent,MAINTAINABILITY,OPEN,5min
p132.js,javascript/gpt/p132.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p137.js,javascript/gpt/p137.js,javascript,gpt,N,INFO,CODE_SMELL,javascript:S1135,"Complete the task associated to this ""TODO"" comment.",cwe,cwe,MAINTAINABILITY,OPEN,0min
p140.js,javascript/gpt/p140.js,javascript,gpt,N,BLOCKER,VULNERABILITY,javascript:S2068,Review this potentially hard-coded password.,cwe,cwe,SECURITY,OPEN,30min
p146.js,javascript/gpt/p146.js,javascript,gpt,N,BLOCKER,VULNERABILITY,javascript:S6437,"Revoke and change this password, as it is compromised.",cwe,cwe,SECURITY,OPEN,1h
p146.js,javascript/gpt/p146.js,javascript,gpt,N,BLOCKER,VULNERABILITY,jssecurity:S5131,Change this code to not reflect user-controlled data.,cwe,cwe,SECURITY,OPEN,30min
p148.js,javascript/gpt/p148.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p149.js,javascript/gpt/p149.js,javascript,gpt,N,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p128.py,python/gpt/p128.py,python,gpt,N,CRITICAL,CODE_SMELL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,9min
p132.py,python/gpt/p132.py,python,gpt,N,MAJOR,CODE_SMELL,python:S6965,Specify the HTTP methods this route should accept.,none,flask,MAINTAINABILITY,OPEN,5min
p133.py,python/gpt/p133.py,python,gpt,N,MAJOR,CODE_SMELL,python:S6965,Specify the HTTP methods this route should accept.,none,flask,MAINTAINABILITY,OPEN,5min
p134.py,python/gpt/p134.py,python,gpt,N,MAJOR,CODE_SMELL,python:S6965,Specify the HTTP methods this route should accept.,none,flask,MAINTAINABILITY,OPEN,5min
p136.py,python/gpt/p136.py,python,gpt,N,MAJOR,CODE_SMELL,python:S6965,Specify the HTTP methods this route should accept.,none,flask,MAINTAINABILITY,OPEN,5min
p137.py,python/gpt/p137.py,python,gpt,N,INFO,CODE_SMELL,python:S1135,"Complete the task associated to this ""TODO"" comment.",cwe,cwe,MAINTAINABILITY,OPEN,0min
p146.py,python/gpt/p146.py,python,gpt,N,BLOCKER,VULNERABILITY,python:S6779,"Don't disclose ""Flask"" secret keys.",cwe,"cwe,flask",SECURITY,OPEN,30min
p137.sql,sql/gpt/p137.sql,sql,gpt,N,MINOR,CODE_SMELL,plsql:BooleanLiteralComparisonCheck,Remove this comparison against the boolean literal.,none,clumsy,MAINTAINABILITY,OPEN,2min
p137.sql,sql/gpt/p137.sql,sql,gpt,N,MINOR,CODE_SMELL,plsql:BooleanLiteralComparisonCheck,Remove this comparison against the boolean literal.,none,clumsy,MAINTAINABILITY,OPEN,2min
p149.sql,sql/gpt/p149.sql,sql,gpt,N,MAJOR,CODE_SMELL,plsql:S125,Remove this commented out code.,none,unused,MAINTAINABILITY,OPEN,5min
p102.c,c/claude/p102.c,c,claude,N,MAJOR,VULNERABILITY,c:S2612,"Granting permissions to ""others"" can lead to unauthorized access to files.",cwe,"cert,cwe",SECURITY,OPEN,5min
p105.c,c/claude/p105.c,c,claude,N,BLOCKER,VULNERABILITY,c:S5782,"""write"" overflows read buffer """"U2FsdGVkX1/R+WzJ...""; passed size ""28"" (28) exceeds buffer size (27)",cwe,"cert,cwe,symbolic-execution","SECURITY,RELIABILITY",OPEN,5min
p107.c,c/claude/p107.c,c,claude,N,BLOCKER,VULNERABILITY,c:S5782,"""write"" overflows read buffer """"U2FsdGVkX1/R+WzJ...""; passed size ""28"" (28) exceeds buffer size (27)",cwe,"cert,cwe,symbolic-execution","SECURITY,RELIABILITY",OPEN,5min
p79.c,c/claude/p79.c,c,claude,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'buf',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p79.c,c/claude/p79.c,c,claude,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'buf1',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p82.c,c/claude/p82.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p83.c,c/claude/p83.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p84.c,c/claude/p84.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p85.c,c/claude/p85.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""lat"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p85.c,c/claude/p85.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""lon"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p85.c,c/claude/p85.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""date"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88.c,c/claude/p88.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pc"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88.c,c/claude/p88.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""qty"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89.c,c/claude/p89.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pc"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89.c,c/claude/p89.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""qty"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90.c,c/claude/p90.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pc"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90.c,c/claude/p90.c,c,claude,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""qty"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p91.c,c/claude/p91.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p92.c,c/claude/p92.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p93.c,c/claude/p93.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p94.c,c/claude/p94.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p95.c,c/claude/p95.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p96.c,c/claude/p96.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p97.c,c/claude/p97.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p98.c,c/claude/p98.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p99.c,c/claude/p99.c,c,claude,N,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p102.c,c/gpt/p102.c,c,gpt,N,MAJOR,VULNERABILITY,c:S2612,"Granting permissions to ""others"" can lead to unauthorized access to files.",cwe,"cert,cwe",SECURITY,OPEN,5min
p79.c,c/gpt/p79.c,c,gpt,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'buf',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p79.c,c/gpt/p79.c,c,gpt,N,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'buf1',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p83.c,c/gpt/p83.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""key"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p83.c,c/gpt/p83.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p83.c,c/gpt/p83.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""colon"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88.c,c/gpt/p88.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pc"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88.c,c/gpt/p88.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""q"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89.c,c/gpt/p89.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pc"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89.c,c/gpt/p89.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""q"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90.c,c/gpt/p90.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90.c,c/gpt/p90.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""q"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p96.c,c/gpt/p96.c,c,gpt,N,BLOCKER,VULNERABILITY,c:S6418,Hard-coded secrets are security-sensitive.,cwe,"cert,cwe",SECURITY,OPEN,30min
p99.c,c/gpt/p99.c,c,gpt,N,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""p"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p100.js,javascript/claude/p100.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p101.js,javascript/claude/p101.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p102.js,javascript/claude/p102.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p103.js,javascript/claude/p103.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p103.js,javascript/claude/p103.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7735,Unexpected negated condition.,none,readability,MAINTAINABILITY,OPEN,2min
p104.js,javascript/claude/p104.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p105.js,javascript/claude/p105.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p106.js,javascript/claude/p106.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p107.js,javascript/claude/p107.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p107.js,javascript/claude/p107.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7773,Prefer `Number.parseInt` over `parseInt`.,none,"convention,es2015","RELIABILITY,MAINTAINABILITY",OPEN,2min
p108.js,javascript/claude/p108.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:child_process` over `child_process`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p108.js,javascript/claude/p108.js,javascript,claude,N,MAJOR,VULNERABILITY,jssecurity:S6350,Make sure that this user-controlled command argument doesn't lead to unwanted behavior.,cwe,cwe,SECURITY,OPEN,30min
p109.js,javascript/claude/p109.js,javascript,claude,N,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:child_process` over `child_process`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p109.js,javascript/claude/p109.js,javascript,claude,N,MAJOR,VULNERABILITY,jssecurity:S6350,Make sure that this user-controlled command argument doesn't lead to unwanted behavior.,cwe,cwe,SECURITY,OPEN,30min
